Territorial,Tipo Estudio,Expediente,Estado,Naturaleza,Clase de empresa,Municipio,Nombre proyecto,Resolución,Descriptor,Fecha resolución
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-14,Archivado,Jurídica,Privada,Puerto Nare,PROYECTO HIDROELÉCTRICO PCH LA GLORIA,160-1409-19958,Por la cual se adopta una decisión,09/22/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-14,Archivado,Jurídica,Privada,Puerto Nare,PROYECTO HIDROELÉCTRICO PCH LA GLORIA,160-1409-19958,Por la cual se adopta una decisión,09/22/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-6,Archivado,Jurídica,Privada,Amalfi,PCH LA ESPERANZA,160ZF-1604-8032,Por la cual se archiva un expediente,04/21/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2023-22,Activo,Jurídica,Privada,Amalfi,proyecto se realizará el muestreo de la vegetación terrestre,160-RES2312-7116,Por la cual se otorga un permiso,12/28/2023 12:00:00 AM
Cartama,Recursos naturales,CA2-2011-1,Archivado,Natural,-No aplica-,Jericó,PERMISOD E ESTUDIO DESARROLLO HIDROELÉCTRICO SANTA ANA QUEBRADA QUEBRADONA,130CA-1111-6993,Por la cual se otorga un permiso para el estudio de recursos naturales,11/30/2011 12:00:00 AM
Citará,Recursos naturales,CI2-2010-9,Archivado,Natural,-No aplica-,Andes,proyecto hidroeléctrico san pedro,130CI-1108-7717,Por la cual se otorga un permiso,08/29/2011 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2010-2,Archivado,Jurídica,Pública,Carolina Del Príncipe,PROYECTO HIDROELÉCTRICO MIRAFLORES Y MINAVIEJA,130TH-1206-9154,Por la cual se niega un permiso para el estudio de recursos naturales,06/15/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2015-4,Archivado,Natural,-No aplica-,Amalfi,PEQUEÑA CENTRAL HIDROELÉCTRICA LOS ENCUENTROS,160ZF-RES1901-120,Por la cual se archiva un expediente,01/15/2019 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2018-5,Archivado,Natural,-No aplica-,Liborina,PCH QUEBRADA LA PORQUERA,160HX-RES1804-2049,Por la cual se otorga un permiso para el estudio de recursos naturales,04/19/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-25,Archivado,Jurídica,Privada,Sopetrán,IMPACTO AMBIENTAL DEL TITULO MINERO 6646,,,
Hevéxicos,Recursos naturales,HX2-2020-19,Archivado,Jurídica,Privada,Santa Fé De Antioquia,PEQUEÑA CENTRAL HIDROELÉCTRICA RÍO TONUSCO,160HX-RES2111-7773,Por la cual se otorga un plazo adicional,11/25/2021 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2011-10,Archivado,Jurídica,Privada,Ituango,PROYECTO HIDROELÉCTRICO SANTA BÁRBARA,130TH-1201-8740,Por la cual se adopta una decisión,01/18/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-3,Archivado,Natural,-No aplica-,Vegachí,pch el pescado,160ZF-RES1702-808,Por la cual se resuelve un recurso de reposición,02/20/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-16,Archivado,Jurídica,Privada,San Andrés De Cuerquia,PROCEDIMIENTO Y METODOLOGIA PARA LA RECOLECCION DE ESPECIMENES,160-RES1701-31,Por la cual se acepta un desistimiento tácito,01/03/2017 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2014-5,Archivado,,,Anzá,prefactibilidad y factibilidad para generación de energía eléctrica quebrada,160HX-RES1703-1409,Por la cual se prorroga un permiso,03/21/2017 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-3,Archivado,Jurídica,Pública,Campamento,APROVECHAMIENTO HODROELÉCTRICO DE LA CUENCA DEL RÍO NECHÍ-POLÍGONO 2,160TH-RES1702-633,Por la cual se resuelve un recurso de reposición,02/09/2017 12:00:00 AM
Citará,Recursos naturales,CI2-2016-13,Archivado,Jurídica,Privada,Betulia,MINICENTRAL HIDROELECTRICA GUSTAVO RUIZ MEJIA,160CI-RES1702-910,Por la cual se resuelve un recurso de reposición,02/24/2017 12:00:00 AM
Citará,Recursos naturales,CI2-2009-1,Activo,Jurídica,Pública,Jardín,ESTUDIO SOBRE MOSQUITOS VECTORES ASOCIADOS A GUADUA,160-1410-20132,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,10/16/2014 12:00:00 AM
Citará,Recursos naturales,CI2-2022-14,Activo,Jurídica,Privada,Andes,pERMISO DE ESTUDIO DE RECURSOS NATURALES EN LA CUENCA DEL RÍO TAPARTÓ,040-RES2306-2903,Por la cual se niega un permiso para el estudio de recursos naturales,06/23/2023 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-21,Archivado,Jurídica,Privada,Ituango,"MUESTREO COMPONNTE FLORA, FAUNA E HIDROBIÓLOGICO PARA CARACTERIZACIÓN BIÓTICA NECESARIA DENTRO DEL ESTUDIO DE IMPACTO AMBIENTAL PARA EL PROYECTO HIDROELECTRICO ESPÍRITU SANTO",160-1502-20641,"Por la cual se modifica un permiso, concesión o autorización",02/09/2015 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2011-5,Archivado,Natural,-No aplica-,Remedios,PROYECTO HIDROELECTRICO SANTA ANA,130ZF-1401-6399,Por la cual se archiva un expediente,01/31/2014 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2014-4,Archivado,Natural,-No aplica-,Gómez Plata,PERMISO DE ESTUDIO DE LAS CUENCAS MEDIA Y BAJA DE LA QUEBRADA LA TRAPICHERA/PROYECTO PEQUEÑAS CENTRALES HIDROELÉCTRICAS LA BONITA,160TH-1507-11771,Por la cual se otorga un permiso para el estudio de recursos naturales,07/10/2015 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-13,Archivado,Jurídica,Privada,Caracolí,GENERACIÓN HIDROELÉCTRICA,160ZF-1511-7430,Por la cual se traspasa un permiso,11/19/2015 12:00:00 AM
Tahamíes,Recursos naturales,CAD2-2014-11,Archivado,Jurídica,Privada,Angostura,CARACTERIZACIÓN BIÓTICA  DEL ÁREA DE INFLUENCIA DIRECTA DEL PROYECTO HIDROELÉCTRICO MST,160-1609-22869,Por la cual se archiva un expediente,09/22/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2010-5,Archivado,Natural,-No aplica-,Puerto Berrío,PEQUEÑA CENTRAL HIDROELÉCTRICA DE SAN JUAN DE BEDOUTH,130ZF-4112,Por la cual se otorga un permiso de estudio,09/08/2010 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-12,Archivado,,,Briceño,Pequeña Central Hidroeléctrica Los Alpes,130TH-7579,Por la cual se niega un permiso de estudio,03/04/2010 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-9,Archivado,Jurídica,Privada,Amalfi,PERMISO DE ESTUDIO DE RECURSOS NATURALES,160ZF-RES1811-6342,Por la cual se niega un permiso para el estudio de recursos naturales,11/19/2018 12:00:00 AM
Citará,Recursos naturales,CI2-2014-5,Archivado,Natural,-No aplica-,Jardín,PEQUEÑA CENTRAL HIDROELECTRICA LAS CASITAS,130CI-1405-10670,Por la cual se otorga un permiso para el estudio de recursos naturales,05/22/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2018-34,Archivado,Natural,-No aplica-,Caracolí,PCH CUENCA MEDIA DEL RIO NUS,160ZF-RES1907-3491,Por la cual se archiva un expediente,07/09/2019 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-4,Archivado,Jurídica,Privada,Amalfi,pch viborgen,130ZF-1207-5288,Por la cual se otorga un permiso para el estudio de recursos naturales,07/10/2012 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2018-23,Archivado,Jurídica,Privada,San Andrés De Cuerquia,PCH CHORRERITAS,160TH-RES1806-3556,Por la cual se inadmite una solicitud,06/27/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2025-4,Activo,Natural,-No aplica-,Yalí,PERMISO DE RECOLECCIÓN CON FINES DE ELABORACION DE ESTUDIOS AMBIENTALES,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-13,Activo,Jurídica,Privada,Angostura,RECOLECCIÓN DE ESPECÍMENES SILVESTRES DE LA DIVERSIDAD BIOLÓGICA CON FINES DE INVESTIGACIÓN CIENTÍFICA NO COMERCIAL PARA EL PROYECTO PCH CHOCHORIO,160-RES1801-337,Por la cual se resuelve un recurso de reposición,01/25/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2009-1,Archivado,Jurídica,Pública,Briceño,MICROCENTRAL HIDROENERGÉTICA RIO ESPÍRITUSANTO,130TH-7499,Por la cual se otorga un permiso de estudio,01/28/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-3,Archivado,Jurídica,Privada,Santa Rosa De Osos,ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO TITULO  MINERO 7560 EN LA ZONA RURAL DEL MUNICIPIO,160-RES2206-3348,Por la cual se adopta una decisión,06/13/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-10,Archivado,Natural,-No aplica-,Medellín,ASPECTOS DE LA BIOLOGIA DE LAS ESPECIES DE AVES,040-15828,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,07/26/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-17,Archivado,Jurídica,Pública,Heliconia,CALIDAD HIDROBIOLÓGICA DEL AGUA DE ACUERDO A LA ESTRUCTURA Y COMPOSICION DE LOS MACROINVERTEBRADOS BÉNDICOS DE LA QUEBRADA LA MORROS,040-1301-17822,Por la cual se otorga un permiso,01/03/2013 12:00:00 AM
Cartama,Recursos naturales,CA2-2008-6,Archivado,Natural,-No aplica-,Fredonia,SOLICITUD DE PERMISO DE ESTUDIO PARA APROVECHAMIENTO HIDROELÉCTRICO,130CA-5688,Por la cual se adopta una decisión,08/11/2009 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-6,Archivado,Jurídica,Privada,Vegachí,Permiso de Estdio del recurso hídrico en el Rio Volcán,130ZF-1401-6390,Por la cual se niega un permiso para el estudio de recursos naturales,01/27/2014 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-11,Archivado,,,Angostura,DESARROLLO HIDROELÈCTRICO BELLAVISTA,130TH-8027,Por la cual se niega un permiso,12/16/2010 12:00:00 AM
Cartama,Recursos naturales,CA2-2021-11,Activo,Jurídica,Privada,Santa Bárbara,PERMISO DE ESTUDIO RECUROS NATURALES PCH COLINAS,160CA-RES2107-4073,Por la cual se otorga un permiso para el estudio de recursos naturales,07/09/2021 12:00:00 AM
Zenufaná,Recursos naturales,Sin radicar,Activo,,,Caracolí,,,,
Zenufaná,Recursos naturales,ZF2-2009-7,Archivado,Jurídica,Privada,Puerto Nare,SOLICITUD DE PERMISO DE ESTUDIO PARA EL APROVECHAMIENTO DEL RIO SAMANÁ IMPLEMENTACIÓN DE CENTRALES HIDROELÉCTICAS MUNICIPIO DE PUERTO NARE Y SAN CARLOS,,,
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,040-1306-18351,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/28/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,040-1306-18351,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/28/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,040-1306-18351,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/28/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,040-1306-18351,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/28/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2013-7,Archivado,Jurídica,Privada,Ciudad Bolívar,ESTUDIO DE IMPACTO AMBIENTAL PROYECTO INTEGRAL SISTEMA HIDROELÉCTRICO DEL RÍO SAN JUAN,040-1306-18351,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,06/28/2013 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-1,Archivado,Natural,-No aplica-,Remedios,HIDROELECTRICA LA ALBANIA,130ZF-1401-6376,Por la cual se prorroga un permiso,01/23/2014 12:00:00 AM
Citará,Recursos naturales,CI2-2013-1,Archivado,Natural,-No aplica-,Andes,PCH SAN JUAN,160CI-1512-12569,Por la cual se niega un plazo adicional,12/31/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2023-24,Activo,Jurídica,Privada,Segovia,recolección de especímenes y muestras de la biodiversidad,160-RES2312-7205,Por la cual se otorga un permiso,12/29/2023 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-20,Activo,Natural,-No aplica-,Andes,PCH LAS CASITAS,160-RES2302-573,Por la cual se archiva un expediente,02/20/2023 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-20,Activo,Natural,-No aplica-,Andes,PCH LAS CASITAS,160-RES2302-573,Por la cual se archiva un expediente,02/20/2023 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-4,Archivado,Jurídica,Privada,Maceo,DESARROLLO HIDROELÉCTRICO SONORA,130ZF-1301-5698,Por la cual se adopta una decisión,01/11/2013 12:00:00 AM
Aburrá Sur,Recursos naturales,AS2-2008-1,Archivado,,,Titiribí,Estudio de prefactibilidad y factibilidad para generacion de energia electrica a partir del caudal del rio Amaga,130AS-5812,Por la cual se inadmite una solicitud,12/30/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2020-28,Archivado,Jurídica,Privada,San Andrés De Cuerquia,PERMISO DE RECOLECCIÓN CON FINES DE ELABORACION DE ESTUDIOS AMBIENTALES,160-RES2202-755,Por la cual se declara el desistimiento tácito,02/14/2022 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-17,Activo,Jurídica,Privada,Campamento,Proyecto Hidroeléctrico El Oso,160TH-RES2002-653,Por la cual se otorga un permiso para el estudio de recursos naturales,02/10/2020 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-17,Archivado,Jurídica,Pública,Heliconia,CALIDAD HIDROBIOLÓGICA DEL AGUA DE ACUERDO A LA ESTRUCTURA Y COMPOSICION DE LOS MACROINVERTEBRADOS BÉNDICOS DE LA QUEBRADA LA MORROS,040-1301-17851,Por la cual se adopta una decisión,01/15/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-46,Archivado,Natural,-No aplica-,Anorí,PCH NECHI II,160TH-RES1803-1188,Por la cual se otorga un permiso para el estudio de recursos naturales,03/13/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-46,Archivado,Natural,-No aplica-,Anorí,PCH NECHI II,160TH-RES1803-1188,Por la cual se otorga un permiso para el estudio de recursos naturales,03/13/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-46,Archivado,Natural,-No aplica-,Anorí,PCH NECHI II,160TH-RES1803-1188,Por la cual se otorga un permiso para el estudio de recursos naturales,03/13/2018 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-12,Archivado,Jurídica,Pública,Tarazá,Pequeña Central Hidroeléctrica Río Tarazá,130PZ-1106-1935,Por la cual se adopta una decisión,06/03/2011 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-15,Archivado,Jurídica,Privada,San Andrés De Cuerquia,CARACTERIZACION DEL MEDIO BIOTICO PARA LA MODIFICACIÓN DE LICENCIA PROYECTO HIDROELECTRICO SAN ANDRÉS,040-1301-17852,Por la cual se adopta una decisión,01/15/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-21,Archivado,Jurídica,Privada,El Bagre,DIAGNÓSTICO SOCIO AMBIENTAL ÁREA EL BAGRE,160-1409-19962,Por la cual se archiva un expediente,09/22/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-21,Archivado,Jurídica,Privada,Ituango,"MUESTREO COMPONNTE FLORA, FAUNA E HIDROBIÓLOGICO PARA CARACTERIZACIÓN BIÓTICA NECESARIA DENTRO DEL ESTUDIO DE IMPACTO AMBIENTAL PARA EL PROYECTO HIDROELECTRICO ESPÍRITU SANTO",040-1301-17874,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/28/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2011-8,Archivado,Jurídica,Privada,Anorí,PROYECTO HIDROELÉCTRICO EL OLIVO,130TH-1201-8742,Por la cual se adopta una decisión,01/18/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2016-6,Archivado,Natural,-No aplica-,Amalfi,PEQUEÑA CENTRAL HIDROELÉCTRICA RETIRO,160ZF-RES1901-70,Por la cual se archiva un expediente,01/11/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2017-67,Activo,Jurídica,Privada,Puerto Berrío,TEMPORAL MINERA SB 710573,160-RES2212-7390,Por la cual se archiva un expediente,12/12/2022 12:00:00 AM
Citará,Recursos naturales,CI2-2010-4,Archivado,Jurídica,Privada,Betulia,DESARROLLO HIDROELÉCTRICO EL MORO,130CI-6811,Por la cual se otorga un permiso de estudio,08/31/2010 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2012-4,Archivado,Natural,-No aplica-,Buriticá,PROYECTO PEQUEÑA CENTRAL HIDROELECTRICA (PCH) LA CLARA II,130HX-1309-6746,Por la cual se otorga un permiso para el estudio de recursos naturales,09/18/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,CAD2-2014-35,Archivado,Jurídica,Privada,Cisneros,PROYECTO HIDROELÉCTRICO PALMICHALA,160-1609-22783,Por la cual se archiva un expediente,09/07/2016 12:00:00 AM
Aburrá Norte,Recursos naturales,AN2-2018-32,Archivado,Jurídica,Privada,Bello,PCH QUEBRADA EL HATO,160AN-RES2305-1722,Por la cual se acepta un desistimiento,05/03/2023 12:00:00 AM
Citará,Recursos naturales,CI2-2012-5,Archivado,Jurídica,Privada,Jardín,proyecto hidroelectrico pch LA JOYA,130CI-1311-10242,Por la cual se adopta una decisión,11/28/2013 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2020-1,Archivado,Jurídica,Privada,Amalfi,Estudio de la cuenca alta y media del Río Volcán,160ZF-RES2004-1705,Por la cual se niega un permiso para el estudio de recursos naturales,04/02/2020 12:00:00 AM
Cartama,Recursos naturales,Sin radicar,Activo,,,Tarso,,,,
Zenufaná,Recursos naturales,ZF2-2015-3,Activo,Natural,-No aplica-,Yalí,PEQUEÑA CENTRAL HIDROELÉCTRICA EL VOLCÁN,160ZF-RES2003-1040,"Por la cual se modifica un permiso, concesión o autorización",03/04/2020 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2019-19,Archivado,Jurídica,Pública,Caicedo,PERMISO DE ESTUDIO PARA APROVECHAMIENTO HIDROELÉCTRICO,160HX-RES2004-2300,Por la cual se termina anticipadamente un trámite o permiso,04/29/2020 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-9,Archivado,Natural,-No aplica-,Remedios,pequeña central hidroélectrica Rio El pescado,160ZF-1501-6944,Por la cual se otorga un plazo adicional,01/13/2015 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2014-9,Archivado,Natural,-No aplica-,Remedios,pequeña central hidroélectrica Rio El pescado,160ZF-1501-6944,Por la cual se otorga un plazo adicional,01/13/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-34,Activo,Jurídica,Privada,Yarumal,PEQUEÑA CENTRAL HIDROELÉCTRICA CAÑADUZAL,160-1604-22068,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,04/13/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-16,Activo,Jurídica,Privada,Campamento,DESARROLLO HIDROELÈCTRICO LA ROMERA,160TH-RES2005-2629,Por la cual se acepta un desistimiento,05/14/2020 12:00:00 AM
Cartama,Recursos naturales,CA2-2013-4,Activo,Jurídica,Privada,Valparaíso,PROYECTO HIDROELÉCTRICO SANTA LAURA,160CA-1611-10544,Por la cual se archiva un expediente,11/11/2016 12:00:00 AM
Cartama,Recursos naturales,CA2-2022-16,Activo,Jurídica,Privada,Jericó,Recursos Naturales Cuenca del Río Piedra,040-RES2306-2846,Por la cual se otorga un permiso para el estudio de recursos naturales,06/22/2023 12:00:00 AM
